IDResposta;NRPeso;NOAtributoQuestionario
38567;2,478225063;N5
35993;2,478225063;N5
35993;2,478225063;N5
36007;2,478225063;N5
36007;2,478225063;N5
36007;2,478225063;N5
36007;2,478225063;N5
40706;2,478225063;N5
40706;2,478225063;N5
36545;1,427866529;N4
36545;1,427866529;N4
36545;1,427866529;N4
36545;1,427866529;N4
36545;1,427866529;N4
36545;1,427866529;N4
40442;1,427866529;N4
35745;1,427866529;N4
35745;1,427866529;N4
43420;1,427866529;N4
43420;1,427866529;N4
38368;1,427866529;N4
38368;1,427866529;N4
35620;1,427866529;N4
35620;1,427866529;N4
35900;1,427866529;N4
35900;1,427866529;N4
45508;1,427866529;N4
45508;1,427866529;N4
48783;1,427866529;N4
48783;1,427866529;N4
48783;1,427866529;N4
48783;1,427866529;N4
48783;1,427866529;N4
48783;1,427866529;N4
37047;0,78428221;N3
37047;0,78428221;N3
46517;0,78428221;N3
46517;0,78428221;N3
51937;0,226973823;N2
51937;0,226973823;N2
44768;0;N1
44768;0;N1
45071;2,463109649;N5
45071;2,463109649;N5
37062;2,463109649;N5
37062;2,463109649;N5
38605;2,463109649;N5
38605;2,463109649;N5
39531;2,463109649;N5
39207;2,463109649;N5
39207;2,463109649;N5
38268;2,463109649;N5
38268;2,463109649;N5
44598;2,463109649;N5
44598;2,463109649;N5
39818;2,463109649;N5
44962;2,463109649;N5
44962;2,463109649;N5
39531;2,463109649;N5
43479;2,463109649;N5
43479;2,463109649;N5
40676;2,463109649;N5
40676;2,463109649;N5
38369;2,463109649;N5
38369;2,463109649;N5
38605;2,463109649;N5
38605;2,463109649;N5
35608;2,463109649;N5
35608;2,463109649;N5
35994;2,463109649;N5
35994;2,463109649;N5
51634;0,823647994;N4
51634;0,823647994;N4
51634;0,823647994;N4
51634;0,823647994;N4
51634;0,823647994;N4
51634;0,823647994;N4
41282;0,823647994;N4
41282;0,823647994;N4
35901;0,823647994;N4
35901;0,823647994;N4
51938;0,823647994;N4
51938;0,823647994;N4
51777;0,38227129;N3
51777;0,38227129;N3
44429;0,38227129;N3
44429;0,38227129;N3
45286;0,38227129;N3
45286;0,38227129;N3
37243;0,38227129;N3
37243;0,38227129;N3
44429;0,38227129;N3
44429;0,38227129;N3
51898;0,132375982;N2
51898;0,132375982;N2
39597;0;N1
39597;0;N1
48788;0;N1
48788;0;N1
49974;0;N1
49974;0;N1
38568;0;N1
38568;0;N1
35746;0;N1
35746;0;N1
48788;0;N1
48788;0;N1
49974;0;N1
49974;0;N1
48788;0;N1
48788;0;N1
50027;0,404970051;N5
50027;0,404970051;N5
38661;0,404970051;N5
38661;0,404970051;N5
38661;0,404970051;N5
38661;0,404970051;N5
41754;0,404970051;N5
39208;0,404970051;N5
39208;0,404970051;N5
38269;0,404970051;N5
38269;0,404970051;N5
42408;0,404970051;N5
42408;0,404970051;N5
39821;0,404970051;N5
44985;0,404970051;N5
44985;0,404970051;N5
41754;0,404970051;N5
50027;0,404970051;N5
50027;0,404970051;N5
35995;0,404970051;N5
35995;0,404970051;N5
43516;0,404970051;N5
43516;0,404970051;N5
51939;0,247696378;N4
51939;0,247696378;N4
35902;0,247696378;N4
35902;0,247696378;N4
35747;0,247696378;N4
35747;0,247696378;N4
39598;0,156624752;N3
39598;0,156624752;N3
45510;0,156624752;N3
45510;0,156624752;N3
38370;0,156624752;N3
38370;0,156624752;N3
44430;0,156624752;N3
44430;0,156624752;N3
37248;0,156624752;N3
37248;0,156624752;N3
44430;0,156624752;N3
44430;0,156624752;N3
45072;0,068742829;N2
45072;0,068742829;N2
36547;0,068742829;N2
36547;0,068742829;N2
36547;0,068742829;N2
36547;0,068742829;N2
38570;0,068742829;N2
38570;0,068742829;N2
44610;0,068742829;N2
44610;0,068742829;N2
45290;0,068742829;N2
45290;0,068742829;N2
36547;0,068742829;N2
36547;0,068742829;N2
37071;0,068742829;N2
37071;0,068742829;N2
35621;0,068742829;N2
35621;0,068742829;N2
42040;0;N1
42040;0;N1
42040;0;N1
42040;0;N1
42040;0;N1
42040;0;N1
51899;0;N1
51899;0;N1
40597;0;N1
40597;0;N1
39599;0,998742028;N3
39599;0,998742028;N3
43546;0,998742028;N3
43546;0,998742028;N3
40681;0,998742028;N3
40681;0,998742028;N3
45073;0,232161534;N2
45073;0,232161534;N2
38784;0,232161534;N2
38784;0,232161534;N2
38717;0,232161534;N2
38717;0,232161534;N2
39209;0,232161534;N2
45177;0,232161534;N2
45177;0,232161534;N2
39822;0,232161534;N2
45177;0,232161534;N2
45177;0,232161534;N2
45295;0,232161534;N2
45295;0,232161534;N2
39209;0,232161534;N2
38717;0,232161534;N2
38717;0,232161534;N2
38784;0,232161534;N2
38784;0,232161534;N2
45515;0,232161534;N2
45515;0,232161534;N2
36548;0;N1
36548;0;N1
36548;0;N1
36548;0;N1
36548;0;N1
36548;0;N1
39543;0;N1
39543;0;N1
38270;0;N1
38270;0;N1
37249;0;N1
37249;0;N1
38371;0;N1
38371;0;N1
44612;0;N1
44612;0;N1
52030;0;N1
52030;0;N1
36002;0;N1
36002;0;N1
38054;0;N1
38054;0;N1
38847;0;N1
38847;0;N1
35903;0;N1
35903;0;N1
38571;0;N1
38571;0;N1
35748;0;N1
35748;0;N1
42041;0;N1
42041;0;N1
39621;0;N1
39621;0;N1
35622;0;N1
35622;0;N1
42041;0;N1
42041;0;N1
37090;0;N1
37090;0;N1
42041;0;N1
42041;0;N1
39600;2,470679079;N5
39600;2,470679079;N5
45074;2,470679079;N5
45074;2,470679079;N5
36549;2,470679079;N5
36549;2,470679079;N5
37255;2,470679079;N5
37255;2,470679079;N5
44965;2,470679079;N5
44965;2,470679079;N5
39210;2,470679079;N5
39210;2,470679079;N5
38271;2,470679079;N5
38271;2,470679079;N5
37651;2,470679079;N5
37651;2,470679079;N5
38372;2,470679079;N5
38372;2,470679079;N5
44572;2,470679079;N5
44572;2,470679079;N5
38572;2,470679079;N5
38572;2,470679079;N5
36003;2,470679079;N5
36003;2,470679079;N5
37882;2,470679079;N5
37882;2,470679079;N5
35623;2,470679079;N5
35623;2,470679079;N5
35904;2,470679079;N5
35904;2,470679079;N5
45516;2,470679079;N5
45516;2,470679079;N5
38733;2,470679079;N5
38733;2,470679079;N5
38733;2,470679079;N5
38733;2,470679079;N5
40415;2,470679079;N5
40415;2,470679079;N5
36549;2,470679079;N5
36549;2,470679079;N5
36549;2,470679079;N5
36549;2,470679079;N5
37095;2,470679079;N5
37095;2,470679079;N5
38777;1,36965767;N4
38777;1,36965767;N4
38777;1,36965767;N4
38777;1,36965767;N4
38056;1,36965767;N4
38056;1,36965767;N4
40452;1,36965767;N4
36270;0,432806917;N3
36270;0,432806917;N3
39544;0,432806917;N3
39544;0,432806917;N3
45179;0,432806917;N3
45179;0,432806917;N3
45179;0,432806917;N3
45179;0,432806917;N3
43598;0,144366684;N2
43598;0,144366684;N2
42042;0;N1
42042;0;N1
42042;0;N1
42042;0;N1
42042;0;N1
42042;0;N1
45300;0;N1
45300;0;N1
38759;1,101805927;N5
38759;1,101805927;N5
38768;1,101805927;N5
38768;1,101805927;N5
38768;1,101805927;N5
38768;1,101805927;N5
44967;1,101805927;N5
44967;1,101805927;N5
38759;1,101805927;N5
38759;1,101805927;N5
36271;1,101805927;N5
36271;1,101805927;N5
42413;1,101805927;N5
42413;1,101805927;N5
40453;0,368436802;N4
40453;0,368436802;N4
36008;0,368436802;N4
36008;0,368436802;N4
45181;0,368436802;N4
45181;0,368436802;N4
45312;0,368436802;N4
45312;0,368436802;N4
39211;0,368436802;N4
39211;0,368436802;N4
45181;0,368436802;N4
45181;0,368436802;N4
39601;0,170998791;N3
39601;0,170998791;N3
45075;0,170998791;N3
45075;0,170998791;N3
37101;0,170998791;N3
37101;0,170998791;N3
39843;0,170998791;N3
35905;0,170998791;N3
35905;0,170998791;N3
38573;0,170998791;N3
38573;0,170998791;N3
43819;0,170998791;N3
43819;0,170998791;N3
35624;0,059214839;N2
35624;0,059214839;N2
45543;0,059214839;N2
45543;0,059214839;N2
51940;0,059214839;N2
51940;0,059214839;N2
38272;0,059214839;N2
38272;0,059214839;N2
37261;0,059214839;N2
37261;0,059214839;N2
38375;0,059214839;N2
38375;0,059214839;N2
44769;0,059214839;N2
44769;0,059214839;N2
51967;0,059214839;N2
51967;0,059214839;N2
36551;0;N1
36551;0;N1
36551;0;N1
36551;0;N1
36551;0;N1
36551;0;N1
51900;0;N1
51900;0;N1
42043;0;N1
42043;0;N1
42043;0;N1
42043;0;N1
42043;0;N1
42043;0;N1
39604;0,367268642;N3
39604;0,367268642;N3
45079;0,367268642;N3
45079;0,367268642;N3
40712;0,367268642;N3
40712;0,367268642;N3
45185;0,367268642;N3
45326;0,367268642;N3
39212;0,367268642;N3
39212;0,367268642;N3
38274;0,367268642;N3
38274;0,367268642;N3
45185;0,367268642;N3
44986;0,367268642;N3
39551;0,367268642;N3
39551;0,367268642;N3
45185;0,367268642;N3
45185;0,367268642;N3
45326;0,367268642;N3
40690;0,367268642;N3
40690;0,367268642;N3
39661;0,367268642;N3
39661;0,367268642;N3
39846;0,367268642;N3
44986;0,367268642;N3
36276;0,367268642;N3
36276;0,367268642;N3
36022;0,367268642;N3
36022;0,367268642;N3
43878;0,367268642;N3
43878;0,367268642;N3
40712;0,367268642;N3
40712;0,367268642;N3
35908;0,367268642;N3
35908;0,367268642;N3
38575;0,367268642;N3
38575;0,367268642;N3
37112;0,367268642;N3
37112;0,367268642;N3
38793;0,367268642;N3
38793;0,367268642;N3
38793;0,367268642;N3
38793;0,367268642;N3
42044;0,106424822;N2
42044;0,106424822;N2
40482;0,106424822;N2
40482;0,106424822;N2
35626;0,106424822;N2
35626;0,106424822;N2
45518;0,106424822;N2
45518;0,106424822;N2
44613;0,106424822;N2
44613;0,106424822;N2
37263;0,106424822;N2
37263;0,106424822;N2
51625;0;N1
51625;0;N1
51625;0;N1
51625;0;N1
51625;0;N1
51625;0;N1
38376;0;N1
38376;0;N1
51901;0;N1
51901;0;N1
42044;0;N1
42044;0;N1
42044;0;N1
42044;0;N1
39612;7,964752347;N5
39612;7,964752347;N5
45080;7,964752347;N5
45080;7,964752347;N5
51707;7,964752347;N5
51707;7,964752347;N5
45190;7,964752347;N5
38275;7,964752347;N5
37266;7,964752347;N5
37266;7,964752347;N5
45190;7,964752347;N5
45327;7,964752347;N5
39213;7,964752347;N5
39213;7,964752347;N5
38275;7,964752347;N5
45190;7,964752347;N5
45190;7,964752347;N5
45327;7,964752347;N5
44975;7,964752347;N5
39556;7,964752347;N5
39556;7,964752347;N5
38378;7,964752347;N5
38378;7,964752347;N5
44567;7,964752347;N5
44567;7,964752347;N5
39858;7,964752347;N5
44975;7,964752347;N5
36024;7,964752347;N5
36024;7,964752347;N5
40691;7,964752347;N5
40691;7,964752347;N5
38576;7,964752347;N5
36277;7,964752347;N5
36277;7,964752347;N5
35627;7,964752347;N5
35627;7,964752347;N5
35909;7,964752347;N5
35909;7,964752347;N5
38576;7,964752347;N5
51707;7,964752347;N5
51707;7,964752347;N5
51707;7,964752347;N5
51707;7,964752347;N5
37917;7,964752347;N5
37917;7,964752347;N5
40713;4,589011489;N4
40713;4,589011489;N4
37917;4,589011489;N4
37917;4,589011489;N4
43712;4,589011489;N4
43712;4,589011489;N4
38851;4,589011489;N4
38851;4,589011489;N4
40713;4,589011489;N4
40713;4,589011489;N4
40490;4,589011489;N4
40490;4,589011489;N4
37140;2,52059979;N3
37140;2,52059979;N3
51778;0,72946978;N2
51778;0,72946978;N2
42045;0;N1
42045;0;N1
42045;0;N1
42045;0;N1
42045;0;N1
42045;0;N1
51902;0;N1
51902;0;N1
45085;0,978458281;N3
45085;0,978458281;N3
51706;0,978458281;N3
51706;0,978458281;N3
51706;0,978458281;N3
51706;0,978458281;N3
38277;0,978458281;N3
38277;0,978458281;N3
36029;0,978458281;N3
36029;0,978458281;N3
43888;0,978458281;N3
43888;0,978458281;N3
44587;0,978458281;N3
44587;0,978458281;N3
51706;0,978458281;N3
51706;0,978458281;N3
38807;0,978458281;N3
38807;0,978458281;N3
38807;0,978458281;N3
38807;0,978458281;N3
44436;0,25785511;N2
44436;0,25785511;N2
45332;0,25785511;N2
45332;0,25785511;N2
39562;0,25785511;N2
44436;0,25785511;N2
44436;0,25785511;N2
44980;0,25785511;N2
44980;0,25785511;N2
39562;0,25785511;N2
40695;0,25785511;N2
40695;0,25785511;N2
38578;0,25785511;N2
36282;0,25785511;N2
36282;0,25785511;N2
38578;0,25785511;N2
39609;0;N1
39609;0;N1
42046;0;N1
42046;0;N1
38787;0;N1
38787;0;N1
39214;0;N1
37271;0;N1
37271;0;N1
51941;0;N1
51941;0;N1
38380;0;N1
38380;0;N1
39864;0;N1
39214;0;N1
35910;0;N1
35910;0;N1
45520;0;N1
45520;0;N1
51903;0;N1
51903;0;N1
42046;0;N1
42046;0;N1
40499;0;N1
40499;0;N1
35631;0;N1
35631;0;N1
37148;0;N1
37148;0;N1
42046;0;N1
42046;0;N1
38787;0;N1
38787;0;N1
35911;2,935374843;N5
35911;2,935374843;N5
36030;2,935374843;N5
36030;2,935374843;N5
39658;2,935374843;N5
39658;2,935374843;N5
39866;2,935374843;N5
37272;2,935374843;N5
37272;2,935374843;N5
43577;1,691260229;N4
43577;1,691260229;N4
43577;1,691260229;N4
43577;1,691260229;N4
35632;1,691260229;N4
35632;1,691260229;N4
44442;1,691260229;N4
44442;1,691260229;N4
44442;1,691260229;N4
44442;1,691260229;N4
45349;1,691260229;N4
45349;1,691260229;N4
39215;1,691260229;N4
39215;1,691260229;N4
37448;1,691260229;N4
37448;1,691260229;N4
38067;1,691260229;N4
38067;1,691260229;N4
44593;1,691260229;N4
44593;1,691260229;N4
49981;0,928956092;N3
49981;0,928956092;N3
39563;0,928956092;N3
39563;0,928956092;N3
38579;0,928956092;N3
38579;0,928956092;N3
49981;0,928956092;N3
49981;0,928956092;N3
45521;0,268842915;N2
45521;0,268842915;N2
39610;0;N1
39610;0;N1
45091;0;N1
45091;0;N1
36560;0;N1
36560;0;N1
38387;0;N1
38387;0;N1
44981;0;N1
44981;0;N1
38280;0;N1
38280;0;N1
40528;0;N1
40528;0;N1
43894;0;N1
43894;0;N1
51933;0;N1
51933;0;N1
37151;0;N1
37151;0;N1
42047;0;N1
42047;0;N1
42047;0;N1
42047;0;N1
36560;0;N1
36560;0;N1
36560;0;N1
36560;0;N1
42047;0;N1
42047;0;N1
39143;0,978458281;N3
39143;0,978458281;N3
39143;0,978458281;N3
39143;0,978458281;N3
36031;0,978458281;N3
36031;0,978458281;N3
38281;0,978458281;N3
38281;0,978458281;N3
45098;0,356035959;N2
45098;0,356035959;N2
51709;0,356035959;N2
51709;0,356035959;N2
51709;0,356035959;N2
51709;0,356035959;N2
44443;0,356035959;N2
44443;0,356035959;N2
45364;0,356035959;N2
45364;0,356035959;N2
44443;0,356035959;N2
44443;0,356035959;N2
38856;0,356035959;N2
38856;0,356035959;N2
44982;0,356035959;N2
44982;0,356035959;N2
39564;0,356035959;N2
39564;0,356035959;N2
51709;0,356035959;N2
51709;0,356035959;N2
43910;0,356035959;N2
43910;0,356035959;N2
40700;0,356035959;N2
40700;0,356035959;N2
39611;0;N1
39611;0;N1
42048;0;N1
42048;0;N1
38806;0;N1
38806;0;N1
37273;0;N1
44771;0;N1
44771;0;N1
39874;0;N1
52052;0;N1
52052;0;N1
37273;0;N1
37527;0;N1
37527;0;N1
38069;0;N1
38069;0;N1
38383;0;N1
38383;0;N1
35912;0;N1
35912;0;N1
45530;0;N1
45530;0;N1
38582;0;N1
38582;0;N1
42048;0;N1
42048;0;N1
40505;0;N1
40505;0;N1
35633;0;N1
35633;0;N1
37153;0;N1
37153;0;N1
42048;0;N1
42048;0;N1
38806;0;N1
38806;0;N1
60396;15,07224371;N3
60401;4,23787275;N3
60403;2,090917833;N3
60407;6,440173894;N3
60426;1,965496457;N3
60442;7,580995149;N4
60447;4,404092577;N5
60455;11,0549169;N5
60467;1,773439708;N3
60468;0;N1
60472;0;N1
60487;3,7;N4
60514;0;N1
60517;0;N1
60519;0;N1
60520;0,072105206;N3
60525;4,956450125;N5
60526;2,478225063;N5
60529;2,463109649;N5
60538;0,404970051;N5
60539;0,998742028;N3
60541;1,36965767;N4
60548;0,368436802;N4
60554;0;N1
60562;7,964752347;N5
60564;0,978458281;N3
60565;0;N1
60573;0,356035959;N2
69942;15,07224371;N3
69943;2,305298777;N2
69944;0;N1
69946;6,440173894;N3
69952;0;N1
69953;1,205075837;N2
69954;4,404092577;N5
69959;0;N1
69963;1,773439708;N3
69964;0;N1
69965;0;N1
69972;4,589011489;N4
69973;0;N1
69974;1,783570522;N3
69975;0,958285627;N3
69976;0,677610265;N5
69981;0;N1
69982;0;N1
69983;2,463109649;N5
69984;0,156624752;N3
69985;0,998742028;N3
69986;2,470679079;N5
69991;0,170998791;N3
69992;0,367268642;N3
69997;7,964752347;N5
69998;0;N1
69999;0,928956092;N3
70000;0;N1
